,subset_0,subset_0_labels,subset_1,subset_1_labels,subset_2,subset_2_labels,subset_3,subset_3_labels,subset_4,subset_4_labels,subset_5,subset_5_labels,subset_6,subset_6_labels,subset_7,subset_7_labels,subset_8,subset_8_labels,subset_9,subset_9_labels
796,43411,0,103446,0,198935,0,24932,0,152518,0,6349,0,162716,0,197132,0,6222,0,54472,0
797,158871,0,88740,0,90036,0,155128,0,188520,0,4085,0,122254,0,139058,0,81710,0,25173,0
798,13207,0,78249,0,149017,0,131683,0,4834,0,155856,0,168844,0,73957,0,135287,0,49220,0
799,87579,0,113361,0,14814,0,170821,0,3196,0,69540,0,190437,0,42993,0,194744,0,94719,0
800,185008,0,146897,0,156043,0,82802,0,113471,0,151179,0,145732,0,64825,0,34331,0,179617,0
801,191477,0,1318,0,98381,0,190326,0,88218,0,38594,0,144064,0,157210,0,195234,0,149923,0
802,40229,0,142797,0,3936,0,134471,0,116520,0,152381,0,3563,0,34783,0,26115,0,33632,0
803,137977,0,188178,0,31571,0,193950,0,158351,0,96890,0,84948,0,9274,0,62810,0,154591,0
804,113147,0,146754,0,187754,0,174490,0,12062,0,118569,0,135266,0,136468,0,154317,0,136708,0
805,77715,0,17468,0,196277,0,159972,0,125684,0,76760,0,186334,0,93719,0,119045,0,22976,0
806,146739,0,134051,0,51500,0,99319,0,30036,0,112184,0,86914,0,12693,0,68759,0,79603,0
807,193771,0,74925,0,144994,0,144548,0,146653,0,100950,0,60155,0,37569,0,21770,0,186048,0
808,148478,0,53729,0,152191,0,180672,0,104877,0,145219,0,130994,0,30323,0,34736,0,83807,0
809,199822,0,171693,0,69215,0,29945,0,144589,0,144466,0,114063,0,105620,0,46719,0,194102,0
810,153633,0,72103,0,196939,0,81329,0,67668,0,8978,0,64668,0,45119,0,19749,0,158496,0
811,50974,0,160763,0,129113,0,58360,0,194736,0,34854,0,26691,0,142974,0,166985,0,28879,0
812,165798,0,81912,0,117038,0,83517,0,34263,0,5640,0,152604,0,90522,0,82209,0,89090,0
813,36641,0,193075,0,139944,0,13501,0,187333,0,78708,0,76057,0,11547,0,146909,0,46456,0
814,94021,0,132314,0,81281,0,143302,0,97069,0,184538,0,183296,0,163104,0,95905,0,114032,0
815,163389,0,51183,0,176099,0,1227,0,64171,0,15400,0,173781,0,60959,0,99726,0,118748,0
816,116204,0,190449,0,140711,0,131778,0,94566,0,93041,0,199041,0,118381,0,19764,0,49256,0
817,133288,0,195740,0,190338,0,82129,0,56700,0,36774,0,53154,0,38818,0,13485,0,133305,0
818,149983,0,42429,0,133421,0,62601,0,189648,0,20103,0,118506,0,164522,0,165996,0,180171,0
819,138678,0,44997,0,182562,0,174312,0,82982,0,31943,0,89521,0,173841,0,187213,0,140792,0
820,38556,0,178067,0,33537,-1,51657,0,85887,0,152393,0,7557,0,129160,0,193446,0,55961,0
821,157694,0,86941,0,122543,0,112836,0,48988,0,187579,0,35936,0,145548,0,177204,0,189537,0
822,38229,0,149758,0,153905,0,86419,0,31719,0,122646,0,60554,0,59013,0,85686,0,29655,0
823,30659,0,110567,0,20621,0,11214,0,120575,0,22979,0,96361,0,180598,0,63527,0,3131,0
824,145841,0,16848,0,95442,0,78099,0,1380,0,154688,0,75946,0,188821,0,52026,0,76393,0
825,177798,-1,110613,0,24690,0,17364,-1,180221,0,78805,0,29068,0,95166,0,62588,0,66419,0
826,15016,0,41159,0,124258,0,41864,0,127600,0,190173,0,50719,0,192590,0,108469,0,23398,0
827,65076,0,196775,0,140435,0,103758,0,5002,0,14134,0,110321,0,111018,0,30987,0,168923,0
828,148304,0,9255,0,70483,0,78223,0,123172,0,41288,0,121414,0,168816,0,58672,0,91633,0
829,26382,0,27136,0,2723,0,102397,0,133566,0,142910,0,168887,0,145622,0,107514,0,38121,0
830,181412,0,183906,0,126960,0,56862,0,182504,0,174350,0,38212,0,82469,0,37412,0,194501,0
831,164171,0,161151,0,197331,0,91019,0,94417,0,95839,0,97582,0,170135,0,95916,0,46072,0
832,45450,0,144507,0,55210,-1,52496,0,109889,0,196125,0,96604,0,109004,0,49038,-1,170857,0
833,59432,0,85681,0,194856,0,62230,0,123293,0,36823,0,50460,0,93939,0,120528,0,116334,0
834,155017,0,154315,0,115401,0,171749,0,79475,0,186249,0,3175,0,161782,0,108549,0,142467,0
835,68950,0,126529,0,188989,0,131159,0,117821,0,133716,0,46366,0,190708,0,197814,0,97783,0
836,131590,0,178401,0,7962,0,106389,0,144830,0,184388,0,42475,0,39140,0,75592,0,123049,0
837,123614,0,195607,0,173207,0,113687,0,42109,0,143045,0,185171,0,103859,0,59131,0,5107,0
838,167134,0,28623,0,113716,0,151269,0,44126,0,56312,0,4037,0,92869,0,115904,0,175563,0
839,81702,0,182929,0,190156,0,133033,0,54080,0,66694,0,15777,0,76591,0,72076,0,77842,0
840,143146,0,30058,0,126580,0,167256,0,42718,0,21513,0,157189,0,101662,0,174777,0,137168,0
841,129808,0,92012,0,31325,0,21214,0,108833,0,169339,0,189398,0,68318,0,49077,0,90709,0
842,120652,0,174289,0,94311,0,4968,0,119517,0,109192,0,117424,0,161514,0,24327,0,30699,0
843,12251,0,67609,0,80599,0,72145,0,161675,0,60944,0,1715,0,187467,0,58988,0,135453,0
844,69476,0,164965,0,39894,0,148556,0,171296,0,70158,0,13408,0,183617,0,115183,0,59509,0
845,176462,0,114210,0,49143,0,17832,0,77294,0,170150,0,85150,0,69258,0,127788,0,159999,0
846,95138,0,96442,0,70169,0,139598,0,157539,0,7589,0,181998,0,191962,0,120925,0,195547,0
847,191067,0,46039,0,121607,0,29177,0,28413,0,66931,0,115855,0,109519,0,163628,0,32644,0
848,134508,0,7814,0,151596,0,37267,0,58371,0,163445,0,66862,0,67168,0,31721,0,46580,0
849,166268,0,136090,0,111708,0,169934,0,124714,0,98278,0,118644,0,155543,0,89367,0,17891,0
850,66497,0,66281,0,62222,0,8636,0,156318,0,57467,0,158839,0,181636,0,105925,0,74124,0
851,8791,0,101977,0,199517,0,80748,0,1414,0,110183,0,171924,0,66408,0,81532,0,60497,0
852,127812,0,15034,0,79447,0,152012,0,20004,0,24604,0,50551,0,157237,0,101424,0,3949,0
853,105167,0,162645,0,10455,0,91228,0,56496,0,171088,0,56415,0,177531,0,129974,0,50192,0
854,148592,0,79099,0,172919,0,92722,0,37067,0,21736,0,84856,0,69547,0,43750,0,78776,0
855,137453,0,178723,0,80260,0,158396,0,97769,0,185979,0,153056,0,112021,0,7474,0,37770,0
856,109755,0,47913,0,163645,0,173996,0,10395,0,185005,0,74723,0,35502,0,115853,0,121742,0
857,35646,0,140754,0,118181,0,112958,0,163611,0,186580,0,150341,0,181040,0,191978,0,35801,0
858,142530,0,30676,0,133257,0,71060,0,160915,0,159199,0,90231,0,154024,0,155844,0,138040,0
859,32600,0,146138,0,161250,0,199287,0,55029,0,19023,0,80051,0,129603,0,134313,0,124079,0
860,183984,0,115056,0,37410,0,112082,0,15398,0,190632,0,140308,0,131404,0,2237,0,191723,0
861,97762,0,21839,0,91852,0,27953,0,62134,0,25954,0,137486,0,126482,0,65032,0,68339,0
862,84778,0,191259,0,73110,0,120176,0,130509,0,52102,0,142591,0,199232,0,193128,0,140992,0
863,192296,0,68425,0,117573,0,117945,0,99428,0,152030,0,47208,0,191575,0,71614,0,28022,0
864,125778,0,139636,0,146970,0,173987,0,41253,0,147799,0,146024,0,189968,0,185901,0,26743,0
865,39781,0,78741,0,156764,0,136715,0,70111,0,156637,0,81429,0,104706,0,198481,0,6769,0
866,154846,0,61591,0,2532,0,117624,0,124740,0,81278,0,82123,0,129045,0,37326,0,112182,0
867,8595,0,54053,0,128210,0,29347,0,98681,0,23968,0,89292,0,112180,0,143676,0,116624,0
868,125362,0,176712,0,49599,0,14017,0,128573,0,119927,0,125221,0,198439,0,180455,0,93236,0
869,5292,0,137736,0,93083,0,141369,0,95905,0,138217,0,199180,0,50652,0,129725,0,160575,0
870,168090,0,160410,0,76192,0,192259,0,42792,0,92973,0,95828,0,184256,0,196185,0,97192,0
871,159308,0,103660,0,193252,0,191181,0,55535,0,30410,0,73409,0,154342,0,82859,0,46623,0
872,96600,0,86911,0,119087,0,127148,0,14624,0,159623,0,158765,0,137373,0,41656,0,40036,0
873,171809,0,61040,0,52623,0,1661,0,178343,0,22851,0,89230,0,22280,0,189068,0,117576,0
874,70137,0,54713,0,150522,0,37490,0,3055,0,176632,0,23865,0,153827,0,112285,0,190597,0
875,148048,0,158989,0,197894,0,159268,-1,153645,0,144074,0,75235,0,114858,0,20465,0,167478,0
876,25062,0,19408,0,31200,0,187917,0,124092,0,140511,0,137766,0,87164,0,122789,0,135755,0
877,65289,0,30631,0,147465,0,58041,0,5407,0,194074,0,112571,0,153565,0,49359,0,115180,0
878,17870,-1,62250,0,91230,0,32701,0,190001,0,62183,0,13996,0,12131,0,3537,0,144093,0
879,134119,0,155349,0,157803,0,30880,0,197538,0,160676,0,142664,0,160524,0,177732,0,100702,0
880,46492,0,132561,0,24634,0,155344,0,137613,0,61843,0,152810,0,42845,0,7557,0,23876,0
881,59625,0,185149,0,165719,0,122623,0,29875,0,1022,0,104980,0,158383,0,22609,0,131956,0
882,152338,0,16686,0,167438,0,121525,0,138433,0,67230,0,175188,0,37458,0,101421,0,185730,0
883,25058,0,65140,0,198772,0,113405,0,191851,0,87042,0,37369,0,22179,0,40317,0,65157,0
884,123362,0,3443,0,19830,0,133004,0,28479,0,101904,0,195410,0,152023,0,69516,-1,3152,0
885,40343,0,128796,0,85851,0,178872,0,193956,0,112210,0,174123,0,142434,0,90172,0,60815,0
886,104386,0,195330,0,149840,0,123687,0,59301,0,15309,0,96577,0,22166,0,128409,0,44734,0
887,112810,0,45684,0,116291,0,129158,0,148761,0,124463,0,80867,0,193309,0,143319,0,60870,0
888,152090,0,191737,0,153317,0,142323,0,61731,0,61498,0,193479,0,117419,0,69486,0,37790,0
889,90766,0,76994,0,141312,0,190244,0,123167,0,142435,0,123867,0,115060,0,36042,0,123562,0
890,187925,0,154117,0,178761,0,166007,0,6576,0,191751,0,179946,0,170972,0,157749,0,118319,0
891,94680,0,109382,0,179871,0,135414,0,116578,0,110246,0,126212,0,168600,0,99689,0,94294,0
892,177396,0,40871,0,6269,0,19934,0,107141,0,76454,0,47029,0,52146,0,171611,0,192208,0
893,186904,0,194591,0,116123,0,179180,0,171467,0,21302,0,34198,0,53983,0,8545,0,4441,0
894,72602,0,136639,0,58611,0,4208,0,93332,0,86901,0,87821,0,105506,0,98851,0,151899,0
895,170325,0,192998,0,176664,0,158950,0,12746,0,28821,-1,151983,0,180415,0,85504,0,88257,0
896,105035,0,199378,0,164604,0,61276,0,96505,0,183200,0,69069,0,77113,0,22817,0,129952,0
897,86727,0,84902,0,110222,0,181935,0,92565,0,86113,0,5380,0,93469,0,97222,0,195804,0
898,9992,0,189814,0,72341,0,141966,0,77591,0,67327,0,72302,0,38578,0,12564,0,35143,0
899,20925,0,32857,0,36030,0,55006,0,71732,0,6821,0,172976,0,66497,0,70571,0,69767,0
900,159323,-1,185335,0,21726,0,189520,0,10692,0,38430,0,109051,0,134295,0,74922,0,135804,0
901,138217,0,145664,0,117762,0,121518,0,77443,0,161560,0,110294,0,3757,0,6629,0,94157,0
902,99282,0,19631,0,189661,0,69683,0,40311,0,199848,0,112973,0,148223,0,47313,0,17867,0
903,53464,0,195102,0,97687,0,23282,0,120919,0,91227,0,199031,0,64926,0,121552,0,83994,0
904,107209,0,33292,0,52053,0,79087,0,31794,0,110836,0,10169,0,150396,0,143550,0,84995,0
905,161308,0,90073,0,192488,0,95316,0,24765,0,33234,0,119052,0,123083,0,61493,0,144888,0
906,42183,0,191002,0,165530,0,121908,0,1271,0,76197,0,191602,0,97903,0,180626,0,149826,0
907,76485,0,58148,0,196226,0,49915,0,86067,0,192245,0,116427,0,52749,0,159717,0,64101,0
908,104249,0,121368,0,24744,-1,185586,0,21896,0,159476,0,74298,0,169813,0,179961,0,110241,0
909,170134,0,122668,0,26252,0,48264,0,49671,0,14848,0,143760,0,107213,0,4703,0,157982,0
910,68553,0,82777,0,86124,0,95295,0,176110,0,173003,0,12051,0,126988,0,169697,0,189666,0
911,165654,0,167072,0,151847,0,160090,0,139992,0,140749,0,64486,0,69345,0,64417,0,16054,0
912,35223,0,127477,0,151638,0,153612,0,186940,0,123259,0,102270,0,166644,0,97541,0,65030,0
913,163610,0,171315,0,45338,0,152986,0,198576,0,8901,0,14723,0,122391,0,156346,0,117488,0
914,14549,0,25369,0,79626,0,115753,0,62219,0,112692,0,133697,0,159586,0,194294,0,16838,0
915,45396,0,103671,0,66913,0,102865,0,164087,0,139008,0,48616,0,168934,0,90110,0,195163,0
916,25543,0,116039,0,79968,0,65540,0,47197,0,103373,0,59538,0,38104,0,82395,0,44832,0
917,17845,0,192197,0,180845,0,193498,0,119431,0,81922,0,76750,0,34125,0,19683,0,149650,0
918,108633,0,146773,0,57149,0,65494,0,17466,0,194165,0,48676,0,152879,0,199305,0,171503,0
919,978,0,24424,0,93718,0,108931,0,24234,0,197399,0,130853,0,35832,0,96299,0,96215,0
920,179636,0,177284,0,158210,0,37134,0,8829,0,174363,0,8570,0,173968,0,144025,0,109844,0
921,111606,0,42357,0,81861,0,112203,0,156379,0,132280,0,167671,0,149089,0,95457,0,179463,0
922,188565,0,165916,0,151055,0,79258,0,135559,0,71736,0,94055,0,156346,0,1349,0,58644,0
923,122023,0,4652,0,49214,0,130374,0,194216,0,144757,0,87935,0,175452,0,60689,0,185555,0
924,185091,0,190648,0,92061,0,75484,0,5061,0,91042,0,16886,0,91403,0,175036,0,133032,0
925,97613,0,20155,0,169489,0,29829,0,84216,0,80624,0,193618,0,52439,0,81407,0,156294,0
926,9983,0,88248,0,186596,0,42065,0,195945,0,26768,0,129959,0,41151,0,162760,0,39499,0
927,89296,0,135128,0,129704,0,175056,0,146589,0,71077,0,60261,0,188317,0,47777,0,2164,0
928,9922,0,103593,0,75006,0,50579,0,182636,0,167212,0,64950,0,123419,0,36148,0,164198,0
929,180799,0,79292,0,55051,0,45578,0,61801,0,6286,-1,118883,0,159122,0,154435,0,79117,0
930,114459,0,169333,0,115959,0,87307,0,68965,0,196014,0,128499,0,182111,0,184934,0,31325,0
931,133133,0,20362,0,31981,0,138420,0,36086,0,171791,0,141854,0,24929,0,99543,0,75756,0
932,146110,0,175131,0,94518,0,126000,0,71895,0,127790,0,107529,0,81405,0,97770,0,111828,0
933,46885,0,22680,0,93736,0,196741,0,152769,0,125116,0,176211,0,179756,0,145686,0,54420,0
934,50644,0,124442,0,171118,0,109921,0,177609,0,172949,0,76536,0,76679,0,84929,0,120191,0
935,31962,0,173979,0,171274,0,86671,0,106403,0,5540,0,18815,0,86321,-1,128589,0,14661,0
936,130327,0,170600,0,160474,0,137461,0,19240,0,86051,0,145631,0,124205,0,139911,0,129046,0
937,191621,0,17059,0,51400,0,79341,0,68772,0,144627,0,146080,0,172757,0,81381,0,128248,0
938,134408,0,155437,-1,48164,0,179100,0,78213,0,33724,0,103978,0,81975,0,191697,0,117543,0
939,3352,0,37520,0,55458,0,184026,0,179340,0,106596,0,91715,0,79023,0,91525,0,192262,0
940,22362,0,43046,0,44076,0,1517,0,196170,0,65776,0,157526,0,25708,0,109554,0,179377,0
941,123003,0,81332,0,115433,0,116999,0,50689,0,108339,0,130016,0,119102,0,183892,0,4408,0
942,177793,0,983,0,77577,0,79042,0,117369,0,167171,0,192726,0,87055,0,191953,0,183666,0
943,96078,0,66583,0,45096,0,186276,0,195132,0,131013,0,144270,0,184510,0,36444,0,84502,0
944,125945,0,185365,0,43046,0,16156,0,43881,0,144647,0,16543,0,121448,0,108001,0,194910,0
945,55895,0,156718,0,121464,0,35290,0,72552,0,116386,0,99793,0,113385,0,179398,-1,185385,0
946,160683,0,33465,0,22378,0,152082,0,19111,0,98774,0,66015,0,23903,0,132824,0,3204,0
947,37992,0,55131,0,166143,0,124173,0,63124,0,180495,0,181220,0,92002,0,158039,0,68010,0
948,105498,0,98271,0,83649,0,70305,0,177179,0,89074,0,86300,0,127383,0,89308,0,42822,0
949,15605,0,53932,0,158503,0,8241,0,12936,0,49458,0,14080,0,75463,0,98601,0,52637,0
950,68497,0,103657,0,141210,0,39178,0,99145,0,184012,0,14244,0,193607,0,179747,0,172230,0
951,53224,0,150896,0,19250,0,79029,0,83139,0,198015,0,34339,0,148751,0,89279,0,55271,0
952,57756,0,184557,0,55980,0,96141,0,182066,0,118301,0,182218,0,116811,0,98723,0,31114,0
953,79080,0,173219,0,103477,0,116345,0,46836,0,142980,0,164118,0,118416,0,120761,0,30534,0
954,19579,0,98716,0,166205,0,31939,0,53353,0,142730,0,61913,0,120381,0,173947,0,42164,0
955,31871,0,30943,0,65049,0,8558,0,31528,0,197193,0,158699,0,184916,0,100066,0,156112,0
956,187195,0,104191,0,17379,0,150499,0,160066,0,82216,0,94374,0,115421,0,193728,0,196645,0
957,115755,0,171347,0,165792,0,112799,0,83184,0,154935,0,164606,0,36341,0,183750,0,39418,0
958,184670,0,114626,0,121641,0,191536,0,50336,0,134690,0,74504,0,88098,0,123952,0,171275,0
959,13401,0,52346,0,36804,0,14339,0,60231,0,68752,0,47899,0,79560,0,30127,0,88442,0
960,42076,0,143315,0,137422,-1,159773,0,13572,0,18095,0,92349,0,24388,0,153458,0,46861,0
961,164181,0,4244,0,75039,0,83405,0,172137,0,19412,0,145580,0,44323,0,161070,0,33922,0
962,113713,0,55242,0,182843,0,172338,0,91967,0,144625,0,70112,0,174778,0,103789,0,12364,0
963,195727,0,66551,0,124833,0,198931,0,165745,0,96694,0,1517,0,41483,0,86279,0,158217,0
964,87033,0,147229,0,148341,0,118970,0,113447,0,14986,0,197320,0,35367,0,56298,0,118412,0
965,196230,0,199319,0,181241,0,93718,0,158767,0,119283,0,166923,0,153069,0,65932,0,76901,0
966,118184,0,117295,0,120840,0,131533,0,116863,0,193070,0,133296,0,89320,0,20393,0,122416,0
967,183846,0,42656,0,161178,0,194251,0,199814,0,95643,0,187882,0,26390,0,107657,0,30233,0
968,185837,0,16730,0,146467,0,54209,0,133468,0,123001,0,105832,0,73879,0,122961,0,2143,0
969,21735,0,154248,0,186148,0,111574,0,39326,0,104191,0,87698,0,20302,0,195782,0,19150,0
970,152275,0,39444,0,74524,0,125093,0,56136,0,16243,0,16359,0,123412,0,82985,0,154876,0
971,87631,0,32559,0,61258,0,185849,0,8109,0,107746,0,97640,0,54440,0,71412,0,188720,0
972,636,0,21458,0,125678,0,94824,0,94515,0,115381,0,117778,0,21916,0,194209,0,107224,0
973,196070,0,142363,0,1183,0,171129,0,126520,0,151197,0,150409,0,21942,0,7114,0,196272,0
974,52055,0,41681,0,44994,0,109068,0,98541,0,179816,0,14267,0,142546,0,175370,0,148231,0
975,186219,0,7488,0,187029,0,74780,0,38883,0,132278,0,131259,0,51910,0,115750,0,5098,0
976,20096,0,41746,0,18045,0,134945,0,90485,0,5378,0,43039,0,111540,0,187962,0,16405,0
977,197222,0,20594,0,169216,0,146363,0,185028,0,85406,0,161146,0,36060,0,169735,0,167631,0
978,131893,0,30726,0,52289,0,117062,0,41881,0,29046,0,20222,0,111815,0,147708,0,145072,0
979,28742,0,144536,0,84365,0,4427,0,140363,0,90836,0,20150,0,87682,0,16664,0,111743,0
980,112824,0,25576,0,3279,0,81489,0,126165,0,32320,0,141742,0,95255,0,182062,0,78174,0
981,198441,0,191295,0,45656,0,138571,0,48269,0,55988,0,43945,0,103743,0,167496,0,197757,0
982,179705,0,3495,0,98378,0,180784,0,101328,0,109030,0,151291,0,175538,0,192061,0,190522,0
983,52043,0,163590,0,153809,0,62268,0,52344,0,11268,0,92678,0,82877,0,65794,0,27592,0
984,142870,0,175591,0,117104,0,11795,0,81574,0,133083,0,146858,0,62335,0,123572,0,8938,0
985,35289,0,180998,0,60762,0,1442,0,118258,0,151400,0,43549,0,146246,0,34481,0,156943,0
986,180906,0,87798,0,24951,0,195224,0,120756,-1,177433,0,14455,0,89084,0,68488,0,280,0
987,29429,0,33871,0,46855,0,182160,0,167424,0,36831,0,196213,0,76759,0,138357,0,136424,0
988,57021,0,29388,0,160751,0,48221,0,139770,0,5733,0,120199,0,39343,0,60753,0,106794,0
989,120564,0,118210,0,877,0,183277,0,126831,0,31945,-1,117720,0,19415,0,90661,0,168102,0
990,153211,0,40339,0,10823,0,176933,0,103901,0,199754,0,32129,0,94683,0,89179,0,147219,0
991,198447,0,80158,0,129598,0,47868,0,176599,0,95540,0,45428,0,58625,0,149022,0,94304,0
992,20246,0,21126,0,191242,0,28534,0,119271,0,54633,0,175421,0,110464,0,22945,0,154414,0
993,111511,0,95987,0,84783,0,57193,0,98690,0,196176,0,152996,0,49792,0,161061,0,178287,0
994,195687,0,117455,0,183611,0,27387,0,192723,0,134290,0,147411,0,57820,0,195784,0,24978,0
995,156437,0,143717,0,21206,0,43137,0,4173,0,138190,0,113406,0,25093,0,184232,0,88272,0
996,71059,0,159787,0,121472,0,100417,0,85369,0,131152,0,61279,0,170409,0,169363,0,42127,0
997,94384,0,32217,0,187271,0,92101,0,8342,0,35816,0,3692,0,66783,0,83075,0,147162,0
998,17846,0,64457,0,127363,0,168574,-1,51218,0,47549,0,112557,0,21983,0,56242,0,14784,0
999,131827,0,29763,0,111005,0,196535,0,184582,0,130625,0,79897,0,92578,0,191517,0,106723,0
1000,125023,0,97864,0,134391,0,98765,0,143604,0,33256,0,54892,0,608,0,79098,0,157656,0
1001,191184,0,113746,0,93398,0,20589,0,130539,0,148600,0,94147,0,131876,0,91250,0,140129,0
1002,21638,0,88718,0,28567,0,70598,0,27208,0,125143,0,168603,0,196195,0,65004,0,165930,0
1003,63622,0,157592,0,58966,0,29999,0,45291,0,199979,0,137721,0,77464,0,96969,0,52443,0
1004,48709,0,140115,0,50923,0,77744,0,125981,0,17649,0,103695,0,38079,0,18590,0,69713,0
1005,155722,0,73035,0,188217,0,176599,0,5980,0,60506,0,137467,0,30902,0,199102,0,103954,0
1006,9859,0,151593,0,15101,0,140393,0,122723,0,94998,0,110976,0,19339,0,27928,0,46543,0
1007,130125,0,118552,0,104543,0,182871,0,172879,0,171700,0,105508,0,80686,0,23765,0,96840,0
1008,73178,0,52116,0,71161,0,49877,0,8919,0,165225,0,59550,0,175643,0,181943,0,32034,0
1009,112473,0,152981,0,146197,0,85090,0,108354,0,77029,0,87184,0,171735,0,26508,0,82285,0
1010,124511,0,64764,0,163740,0,191216,0,158624,0,100252,0,120559,0,195248,0,65439,0,15320,0
1011,91685,0,141441,0,84123,0,155397,0,198871,0,20718,0,156963,0,118154,0,107149,0,54152,0
1012,174515,0,118662,0,166699,0,64391,0,40221,0,141224,0,71994,0,142760,0,73444,0,156495,0
1013,70233,0,68060,0,198211,0,18648,0,187862,0,157714,0,174583,0,174079,0,85976,0,42775,0
1014,129755,0,81004,0,152068,0,122157,0,154873,0,173328,0,44567,0,88033,0,109459,0,81558,0
1015,149958,0,74201,0,125227,0,150096,0,189248,0,12858,0,15831,0,40856,0,195322,0,159955,0
1016,82024,0,14665,0,20194,0,154184,0,138375,0,180434,0,150931,0,101948,0,122234,0,80712,0
1017,49391,0,49511,0,46396,0,186902,0,49606,0,175941,0,16790,0,25690,0,115517,0,153646,0
1018,150912,0,14390,0,199423,0,149694,0,68224,0,165655,0,8003,0,93170,0,91390,0,33256,0
1019,97033,0,135370,0,139564,0,29150,0,83452,0,78361,0,37111,0,183354,0,64766,0,17094,0
1020,140587,0,168309,0,36161,0,38322,0,193290,0,165370,0,175918,0,189509,0,33154,0,20420,0
1021,161315,0,115053,0,27475,0,5979,0,162861,0,74921,-1,109330,0,158784,0,112189,0,44081,0
1022,125409,0,68340,0,69105,0,164003,0,52696,0,155237,0,91126,0,12072,0,172571,0,67096,0
1023,52835,0,159689,0,173545,0,167331,0,3523,0,19264,0,14498,0,16043,0,84847,0,34871,0
1024,74817,0,35521,0,103905,0,65219,0,16374,0,7932,0,107846,0,163227,0,176265,0,101620,0
1025,114534,0,120526,0,157573,0,151223,0,174193,0,8171,0,196196,0,73403,0,72760,0,27986,0
1026,185542,0,154726,0,52715,0,61747,0,117188,0,158236,0,168653,0,71323,0,145324,0,169977,-1
1027,87569,0,80254,0,137112,0,135619,0,176043,0,129643,0,151359,0,68037,0,149713,0,59420,0
1028,4132,0,177321,0,43390,0,38506,0,183136,0,118956,0,5051,0,40731,0,141253,0,43040,0
1029,1206,0,49948,0,29299,0,152894,0,120583,0,103564,0,154122,0,111760,0,173433,0,44188,0
1030,34425,0,56699,0,9920,0,42536,0,1994,0,50155,0,137389,0,22104,0,41771,0,51284,0
1031,63427,0,142016,0,18927,0,137808,0,132072,0,9680,0,36946,0,27530,0,74880,0,100478,0
1032,171894,0,199150,0,170940,0,136515,0,89862,0,158292,0,172281,0,48233,0,15572,0,121310,0
1033,73047,0,124435,0,104133,0,196934,0,143512,0,153956,0,52517,0,86613,0,51896,0,109915,0
1034,91231,0,32041,0,33371,0,60989,0,27753,0,187581,0,15836,0,234,0,121729,0,87154,0
1035,28754,0,96163,0,47566,0,106425,0,146603,0,120221,0,168524,0,47389,0,15055,0,114514,0
1036,123017,0,44126,0,111647,0,138960,0,131102,0,106145,0,14040,0,143310,0,1611,0,9732,0
1037,124251,0,77039,0,19270,0,98991,0,6663,0,4572,0,10107,0,182094,0,73441,0,7337,0
1038,189127,0,183989,0,168635,0,59574,0,16306,0,30392,0,136175,0,106402,0,46730,0,130299,0
1039,90136,0,10174,0,96211,0,28701,0,161647,0,116729,0,14458,0,99450,0,199779,0,51442,0
1040,58437,0,73194,0,86386,0,150269,0,69406,0,149145,0,32718,0,83385,0,77908,0,140420,0
1041,190240,0,104051,0,81087,0,68638,0,110403,0,184217,0,162689,0,66763,0,42932,0,21089,0
1042,118895,0,23575,0,26466,0,138160,0,24882,0,47362,0,19691,0,181870,0,108662,0,176304,0
1043,191215,0,57271,0,190861,0,50248,0,137423,0,129856,0,128686,0,65455,0,91482,0,198624,0
1044,38816,0,153281,0,189425,0,54158,0,21616,0,42645,0,151208,0,184995,0,18372,0,116020,0
1045,108769,0,122449,0,66160,0,13190,0,36192,0,11180,0,87343,0,96917,0,136411,0,118892,0
1046,56288,0,101730,0,50810,0,111483,0,177821,0,34082,0,62541,0,70953,0,81366,0,69274,0
1047,140265,0,79007,0,154351,0,137676,0,12416,0,114098,0,114734,0,118968,0,132240,0,119090,0
1048,161086,0,49480,0,47320,0,37812,0,43838,0,86126,0,92973,0,50997,0,182462,0,24932,0
1049,81821,0,72490,0,127544,0,40640,0,125468,0,138593,0,19411,0,193513,0,64082,0,130197,0
1050,165023,0,60640,0,124982,0,74889,0,7543,0,44703,0,77017,0,95957,0,76742,0,199683,0
1051,174055,0,123856,0,114147,0,133391,0,14362,0,165928,0,146692,0,21062,0,130418,0,84454,0
1052,1920,0,199520,0,141197,0,167228,0,62136,0,66183,0,22596,0,196282,0,191591,0,59073,0
1053,170661,0,166089,0,192790,0,102079,0,76898,0,188673,0,120078,0,178146,0,37585,0,82561,0
1054,52021,0,93173,0,197855,0,84451,0,86595,0,60392,0,168206,0,32470,0,44209,0,166613,0
1055,13865,0,43932,0,4425,0,5490,0,185689,0,150722,0,88121,0,35338,0,134592,0,111848,0
1056,133004,0,199365,0,17113,0,20049,0,84789,0,125955,0,140733,0,153041,0,177671,0,14718,0
1057,85123,0,199797,0,130491,0,158579,0,143387,0,150567,0,163991,0,158064,0,97609,0,39649,0
1058,40971,0,163078,0,50934,0,141394,0,161172,0,158977,0,102686,0,103004,0,13513,0,147398,0
1059,94865,0,143618,0,167427,0,73138,0,17054,0,166838,0,45200,0,460,0,156445,0,189751,0
1060,11677,0,126099,0,173322,0,104100,0,15846,0,180020,0,184449,0,51496,0,27954,0,65693,0
